"Suburb","Address","Rooms","Type","Price","Method","SellerG","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea"
"Bentleigh East","11b Lilac St",4,"t",1005000,"SP","Woodards",13.9,"3165",4,2,2,296,205,2006,"Glen Eira"
"Balwyn","27 Metung St",4,"h",2410000,"S","Fletchers",9.7,"3103",4,2,1,685,207,1940,"Boroondara"
"Bentleigh East","7a Melva St",4,"t",1370000,"S","Buxton",13.9,"3165",NA,NA,NA,NA,NA,NA,""
"Elwood","3/1 Garden Ct",2,"u",875000,"SP","Chisholm",7.7,"3184",2,1,1,0,83,1930,"Port Phillip"
"Glenroy","46 Moonee Bvd",4,"h",600000,"SP","Stockdale",13,"3046",4,1,2,586,159,1968,"Moreland"
"Keilor East","48 Fawkner Cr",3,"h",780000,"S","Brad",12.8,"3033",NA,NA,NA,NA,NA,NA,""
"Brighton","46 Roslyn St",3,"h",1600000,"VB","RT",11.2,"3186",3,2,2,266,NA,2000,"Bayside"
"Glenroy","149 Augustine Tce",3,"h",447500,"S","Melbourne",13,"3046",3,1,1,320,130,2000,"Moreland"
"Camberwell","5 Nicholsdale Rd",4,"h",1400000,"PI","Jellis",7.8,"3124",3,0,0,693,NA,1935,"Boroondara"
"Melbourne","709/480 St Kilda Rd",2,"u",520000,"VB","Lucas",2.8,"3000",NA,NA,NA,NA,NA,NA,""
"South Yarra","29 Nicholson St",3,"t",2010000,"VB","Kay",3.3,"3141",3,2,1,163,207,2016,"Stonnington"
"Coburg","211 Bell St",2,"h",635000,"S","Brad",7.8,"3058",2,2,3,339,149,1920,"Moreland"
"Richmond","47 Lord St",2,"h",1220000,"S","Biggin",2.6,"3121",2,1,1,80,NA,NA,"Yarra"
"Surrey Hills","17 Weybridge St",3,"h",2300000,"S","Fletchers",11.2,"3127",3,2,1,735,219,1920,"Boroondara"
"Yarraville","40 Tarrengower St",2,"h",760000,"SP","Jas",7,"3013",2,1,1,134,NA,NA,"Maribyrnong"
"Reservoir","39 Shand Rd",2,"h",730000,"VB","Ray",11.2,"3073",2,1,2,637,NA,NA,"Darebin"
"Sunshine West","87 Nicholson Pde",3,"t",450000,"SP","Douglas",13.5,"3020",3,3,1,344,178,2004,"Brimbank"
"Richmond","6/366 Church St",2,"u",680000,"S","Jellis",2.6,"3121",2,1,1,0,52,2012,"Yarra"
"Yarraville","83 Tarrengower St",3,"h",1165000,"S","Village",7,"3013",3,1,0,191,105,1910,"Maribyrnong"
"Yarraville","15 Ofarrell St",4,"h",1401000,"S","Village",7,"3013",4,1,1,306,133,1910,"Maribyrnong"
"West Melbourne","10/18 Ireland St",1,"u",460000,"PI","Nelson",1.9,"3003",1,1,1,0,52,2000,"Melbourne"
"Brunswick","11/97 Brickworks Dr",2,"u",410000,"S","Ray",5.2,"3056",2,1,1,0,66,2000,"Moreland"
"Elsternwick","52a Trevelyan St",2,"u",930000,"S","hockingstuart",8.5,"3185",2,1,1,295,NA,NA,"Glen Eira"
"South Yarra","1/271 Williams Rd",2,"u",660000,"S","hockingstuart",3.3,"3141",2,1,1,0,NA,NA,"Stonnington"
"Balwyn North","15 Ellendale St",3,"h",1038000,"S","Christopher",9.2,"3104",3,2,1,207,144,2003,"Boroondara"
"Sunshine","7 Whitty St",2,"h",555000,"S","Barry",12.6,"3020",2,1,1,254,NA,NA,"Brimbank"
"Northcote","27 Vauxhall Rd",4,"h",1900000,"PI","hockingstuart",5.5,"3070",3,2,1,537,NA,NA,"Darebin"
"Preston","7 Wilcox St",1,"h",830000,"SP","Barry",8.8,"3072",1,1,0,397,NA,1930,"Darebin"
"Oak Park","3/43 Watt Av",2,"t",572000,"S","Nelson",11.5,"3046",NA,NA,NA,NA,NA,NA,""
"Preston","62 Leicester St",4,"h",1142500,"S","hockingstuart",8.8,"3072",3,1,2,560,160,1970,"Darebin"
"Kensington","8/33 Rankins Rd",1,"u",370000,"PI","Nelson",4.2,"3031",1,1,2,0,NA,NA,"Melbourne"
"Footscray","1/24 Eldridge St",2,"u",296000,"S","Sweeney",6.4,"3011",2,1,1,0,NA,NA,"Maribyrnong"
"Fitzroy North","16/81 Alfred Cr",2,"u",650000,"S","Nelson",3.5,"3068",NA,NA,NA,NA,NA,NA,""
"Preston","421 Murray Rd",4,"h",760000,"PI","Barry",8.8,"3072",9,8,7,1254,280,1928,"Darebin"
"Richmond","308 Lennox St",2,"h",1220000,"S","Biggin",2.6,"3121",2,1,1,166,88,1900,"Yarra"
"Bentleigh","20 Wright St",4,"h",1150000,"PI","Buxton",13,"3204",4,2,2,384,766,NA,"Glen Eira"
"Balwyn North","185 Doncaster Rd",4,"h",1702000,"PI","Jellis",9.2,"3104",4,2,2,715,NA,1939,"Boroondara"
"Surrey Hills","3/22 Scottsdale St",2,"u",899000,"S","Noel",11.2,"3127",2,1,1,226,NA,1980,"Whitehorse"
"Ormond","55 Carlyon St",2,"h",981000,"S","C21",11.8,"3204",2,1,1,533,NA,NA,"Glen Eira"
"Maribyrnong","12 Ibis Pl",3,"h",884500,"S","Jellis",8.7,"3032",3,2,2,211,234,2005,"Maribyrnong"
"Maribyrnong","4 Platypus Ct",5,"h",1150000,"SP","Biggin",8.7,"3032",5,3,2,446,286,2002,"Maribyrnong"
"Kew","15 Edgevale Rd",2,"h",1950000,"S","Marshall",5.6,"3101",2,1,4,596,NA,NA,"Boroondara"
"Caulfield South","303 Bambra Rd",3,"h",1160500,"S","Gary",9.3,"3162",3,2,1,358,NA,1930,"Glen Eira"
"Port Melbourne","405/155 Beach St",2,"u",1610000,"S","Kay",3.8,"3207",2,2,2,0,104,2007,"Port Phillip"
"Preston","34 Booth St",2,"h",890000,"S","Nelson",8.8,"3072",2,1,3,493,95,1950,"Darebin"
"Maribyrnong","104 Gatehouse Pl",2,"u",420000,"SP","Biggin",8.7,"3032",2,1,2,5661,103,1940,"Maribyrnong"
"Kensington","67 Collett St",3,"h",1010000,"PI","Edward",4.2,"3031",3,1,0,234,104,1900,"Melbourne"
"Seddon","2 Skipper La",2,"t",755000,"SP","Village",6.6,"3011",2,2,1,97,NA,NA,"Maribyrnong"
"Keilor East","16a Chandler St",3,"t",590000,"VB","Nelson",12.8,"3033",NA,NA,NA,NA,NA,NA,""
"Ripponlea","3/211 Hotham St",2,"u",500000,"S","hockingstuart",7.4,"3185",NA,NA,NA,NA,NA,NA,""
"St Kilda","4/46 Blessington St",2,"u",1010000,"S","Pride",6.1,"3182",NA,NA,NA,NA,NA,NA,""
"Abbotsford","49 Park St",2,"h",1315000,"S","Marshall",2.5,"3067",2,1,0,147,85,1900,"Yarra"
"Moonee Ponds","504/26 Shuter St",3,"u",670000,"S","Nelson",6.9,"3039",3,2,2,0,120,2000,"Moonee Valley"
"South Yarra","16 Oxford St",3,"h",1510000,"S","Kay",3.3,"3141",3,5,0,241,NA,NA,"Stonnington"
"Brunswick","23/10 Breese St",2,"u",501000,"S","Nelson",5.2,"3056",2,1,1,1140,80,2010,"Moreland"
"Bentleigh","41 North Av",3,"h",1130000,"PI","Buxton",13,"3204",NA,NA,NA,NA,NA,NA,""
"Altona North","11 Beevers St",3,"h",708000,"S","Greg",11.1,"3025",3,1,2,585,97,1960,"Hobsons Bay"
"Preston","21 Gillingham St",3,"h",1162500,"S","Nelson",8.8,"3072",3,2,2,463,123,1920,"Darebin"
"Seddon","80 Gamon St",2,"h",815000,"S","Chisholm",6.6,"3011",2,1,0,172,81,1900,"Maribyrnong"
"Northcote","1b Reid St",2,"h",722000,"SP","Peter",5.5,"3070",NA,NA,NA,NA,NA,NA,""
"Avondale Heights","13 MacEy Av",4,"h",1310000,"S","Jellis",10.5,"3034",NA,NA,NA,NA,NA,NA,""
"South Yarra","70 Park St",3,"h",3000000,"VB","Marshall",3.3,"3141",3,3,2,191,175,1890,"Melbourne"
"Footscray","88 Eleanor St",3,"h",775000,"SP","Sweeney",6.4,"3011",3,1,1,242,99,1920,"Maribyrnong"
"Strathmore","6 Prefect St",4,"h",1715000,"S","Paul",9.7,"3041",4,3,2,650,348,2001,"Moonee Valley"
"Hawthorn East","12/36 Anderson Rd",2,"u",500000,"VB","Peter",7.5,"3123",2,1,1,3084,NA,NA,"Boroondara"
"Albion","28 Selwyn St",2,"h",541000,"S","Barry",13.9,"3020",2,1,1,497,NA,NA,"Brimbank"
"Box Hill","17 Combarton St",3,"h",1760000,"S","Fletchers",13.1,"3128",3,1,0,741,151,1910,"Whitehorse"
"Docklands","1905/1 Point Park Cr",3,"u",1220000,"SP","Barry",1.9,"3008",NA,NA,NA,NA,NA,NA,""
"Spotswood","59 Hope St",4,"h",850000,"VB","RT",7.7,"3015",4,2,0,389,158,1990,"Hobsons Bay"
"Alphington","13a Fulham Rd",3,"h",1310000,"S","Jellis",6.4,"3078",NA,NA,NA,NA,NA,NA,""
"Maidstone","67 Ballarat Rd",2,"h",646000,"SP","Jas",9.2,"3012",2,1,2,270,95,1900,"Maribyrnong"
"Richmond","8 Survey St",4,"h",1591000,"S","Collins",2.6,"3121",4,2,1,263,145,1900,"Yarra"
"Bulleen","71 Summit Dr",4,"h",1000000,"VB","hockingstuart",11.8,"3105",4,2,3,672,212,1970,"Manningham"
"Camberwell","19 Thomas St",3,"h",2325000,"PI","Marshall",7.8,"3124",3,2,2,1133,131,1930,"Boroondara"
"Templestowe Lower","16 Rosa St",3,"h",1509000,"S","Barry",13.8,"3107",3,2,2,812,158,1960,"Manningham"
"Kensington","1 Scarborough Pl",2,"t",650000,"S","Nelson",4.2,"3031",2,1,1,79,NA,NA,"Melbourne"
"Brunswick","3/38 Charles St",2,"t",750000,"PI","Nelson",5.2,"3056",2,2,1,118,88,2013,"Moreland"
"Port Melbourne","103/2 Pier St",2,"u",1405000,"S","Marshall",3.8,"3207",2,2,1,0,NA,NA,"Port Phillip"
"Hampton East","11a Leith Cr",4,"t",1150000,"S","Buxton",14.5,"3188",NA,NA,NA,NA,NA,NA,""
"Camberwell","17 Fairfield Av",6,"h",2800000,"PI","RT",7.8,"3124",NA,NA,NA,NA,NA,NA,""
"Reservoir","74 Lloyd Av",2,"h",700000,"S","Ray",11.2,"3073",NA,NA,NA,NA,NA,NA,""
"North Melbourne","3 Murphy St",3,"h",1470000,"S","Jellis",2.3,"3051",2,1,0,232,93,1930,"Melbourne"
"Williamstown","19/8 The Strand",2,"t",830000,"SP","Greg",8,"3016",2,1,0,56,NA,NA,"Hobsons Bay"
"Balwyn","101/201 Whitehorse Rd",2,"u",635000,"S","Fletchers",9.7,"3103",2,1,1,0,70,2014,"Boroondara"
"Altona","173 Queen St",3,"h",1335000,"S","hockingstuart",13.8,"3018",3,1,4,777,22,1953,"Hobsons Bay"
"Avondale Heights","8 Norma Ct",3,"h",850000,"S","Moonee",10.5,"3034",3,1,1,593,118,1970,"Moonee Valley"
"Ashburton","34 Morotai Av",3,"h",1570000,"S","Buxton",11,"3147",NA,NA,NA,NA,NA,NA,""
"Bentleigh East","10a Stratford Av",4,"t",1235000,"S","Buxton",13.9,"3165",NA,NA,NA,NA,NA,NA,""
"Brighton East","7 Caramar Av",3,"h",1460000,"S","Hodges",10.7,"3187",NA,NA,NA,NA,NA,NA,""
"Ivanhoe","105 Ivanhoe Pde",4,"h",1758000,"S","Miles",7.9,"3079",4,2,2,650,NA,NA,"Banyule"
"Coburg","5 Donne St",3,"h",1090000,"S","ASL",7.8,"3058",3,1,1,464,NA,NA,"Moreland"
"Essendon","124c Hoffmans Rd",3,"t",720000,"S","Frank",8,"3040",3,1,2,190,142,1999,"Moonee Valley"
"Preston","92 Gilbert Rd",2,"h",986000,"S","hockingstuart",8.8,"3072",2,1,1,472,139,1940,"Darebin"
"Niddrie","2/10 Nolan St",3,"u",746000,"S","Barry",11.2,"3042",3,1,1,256,NA,NA,"Moonee Valley"
"Bentleigh","16a Marquis Rd",5,"t",1375000,"VB","C21",13,"3204",NA,NA,NA,NA,NA,NA,""
"Richmond","303/18 Tanner St",2,"h",270000,"PI","Dingle",2.6,"3121",2,1,1,0,60,2004,"Yarra"
"Moonee Ponds","6/7 York St",1,"u",360000,"SP","Brad",6.9,"3039",1,1,1,0,54,1965,"Moonee Valley"
"West Melbourne","9/561 Spencer St",3,"u",995000,"S","Alexkarbon",1.9,"3003",3,1,1,0,153,1940,"Melbourne"
"Seaholme","10 Wattle Gr",5,"h",2000000,"PI","RT",12.7,"3018",4,3,4,697,NA,2005,"Hobsons Bay"
"Hughesdale","105/175 Kangaroo Rd",2,"u",420000,"VB","Woodards",13,"3166",2,1,1,0,70,2010,"Monash"
"Carlton North","632 Rathdowne St",3,"h",1280000,"VB","Nelson",3.2,"3054",3,1,0,203,NA,NA,"Yarra"
"Richmond","52 Brighton St",2,"h",1506000,"S","Biggin",2.6,"3121",2,2,1,220,131,1920,"Yarra"
"St Kilda","20 Marlton Cr",3,"h",1915000,"S","Marshall",6.1,"3182",NA,NA,NA,NA,NA,NA,""
"Bentleigh","33A Campbell St",4,"t",1380000,"PI","hockingstuart",13,"3204",NA,NA,NA,NA,NA,NA,""
"Hawthorn East","10/11 Grandview Gr",2,"u",550000,"PI","Noel",7.5,"3123",2,1,1,0,NA,NA,"Boroondara"
"Hadfield","24 South St",3,"t",750000,"S","Stockdale",12.1,"3046",3,2,2,301,251,2011,"Moreland"
"Fawkner","4/14 Preston St",3,"t",550000,"VB","hockingstuart",12.4,"3060",NA,NA,NA,NA,NA,NA,""
"Caulfield East","8/5 Derby Cr",2,"u",555000,"S","Ray",9.3,"3145",NA,NA,NA,NA,NA,NA,""
"Bentleigh East","1002 North Rd",3,"h",823000,"S","C21",13.9,"3165",3,2,2,213,143,2003,"Glen Eira"
"Brunswick West","12 Hamilton St",2,"h",820000,"S","Jellis",5.9,"3055",3,1,1,206,98,1900,"Moreland"
"Strathmore","243 Mascoma St",3,"t",810000,"PI","Considine",9.7,"3041",NA,NA,NA,NA,NA,NA,""
"East Melbourne","6/108 George St",1,"u",565000,"SP","Caine",1.5,"3002",1,1,0,0,NA,NA,"Melbourne"
"Keilor East","23 Viewbank Dr",4,"h",732000,"S","Nelson",12.8,"3033",4,2,2,544,233,1980,"Moonee Valley"
"Bulleen","2/10 Ronald Av",2,"t",836000,"S","Barry",11.8,"3105",NA,NA,NA,NA,NA,NA,""
"Elsternwick","1/28 Clarence St",3,"u",782000,"S","Gary",8.5,"3185",3,1,1,0,95,1970,"Glen Eira"
"Northcote","3/2 McCracken Av",3,"h",905000,"S","Nelson",5.5,"3070",NA,NA,NA,NA,NA,NA,""
"Bentleigh East","3/32 Elizabeth St",2,"h",689000,"S","hockingstuart",13.9,"3165",2,1,1,169,87,NA,"Glen Eira"
"Spotswood","27 The Avenue",3,"h",1016000,"SP","Jas",7.7,"3015",3,1,1,320,134,1940,"Hobsons Bay"
"Bentleigh East","8 Larman St",3,"h",1302500,"SP","Buxton",13.9,"3165",NA,NA,NA,NA,NA,NA,""
"Eaglemont","14 Cumberland St",4,"h",2600000,"VB","Nelson",10.3,"3084",3,2,3,871,322,1937,"Banyule"
"Box Hill","3/8 Ashted Rd",2,"u",636000,"S","Philip",13.1,"3128",2,1,1,151,82,1970,"Whitehorse"
"Camberwell","45 Doonkuna Av",3,"h",1410000,"S","Hamilton",7.8,"3124",NA,NA,NA,NA,NA,NA,""
"Brighton","10/392 New St",2,"u",940000,"VB","Hodges",11.2,"3186",NA,NA,NA,NA,NA,NA,""
"Reservoir","3/41 Fordham Rd",2,"t",495000,"S","Nelson",11.2,"3073",2,1,1,96,73,2013,"Darebin"
"Surrey Hills","5 Boronia St",6,"h",1650000,"PI","Noel",11.2,"3127",4,3,2,713,295,1928,"Whitehorse"
"Glenroy","45 Cosmos St",5,"h",810000,"S","Stockdale",13,"3046",5,4,4,695,176,1950,"Moreland"
"Sunshine West","19 Yaralla Cr",3,"h",605000,"S","Sweeney",13.5,"3020",NA,NA,NA,NA,NA,NA,""
"Northcote","79 Christmas St",2,"h",1170000,"S","Barry",5.5,"3070",2,1,3,453,93,1920,"Darebin"
"Braybrook","13 Wilson St",3,"h",696000,"S","YPA",10.8,"3019",3,1,0,557,90,1960,"Maribyrnong"
"Hawthorn","18/508 Glenferrie Rd",2,"u",695000,"S","Jellis",4.6,"3122",2,1,1,3194,NA,NA,"Boroondara"
"South Melbourne","16 Tribe St",3,"h",2000000,"S","Cayzer",2.1,"3205",3,2,1,161,141,1890,"Port Phillip"
"Balwyn","18 Fitzgerald St",4,"h",3180000,"S","Kay",9.7,"3103",4,3,4,1148,NA,NA,"Boroondara"
"Carlton North","292 Amess St",4,"h",1950000,"S","Nelson",3.2,"3054",4,2,2,207,162,1900,"Yarra"
"South Kingsville","2/77 Vernon St",2,"h",392250,"SP","Gunn&Co",9.1,"3015",2,1,2,462,NA,1970,"Hobsons Bay"
"Port Melbourne","16/174 Esplanade East",2,"u",551000,"PI","McDonald",3.8,"3207",NA,NA,NA,NA,NA,NA,""
"Watsonia","57 Frensham Rd",3,"h",581000,"S","Barry",14.9,"3087",3,2,2,567,100,1970,"Banyule"
"Carlton North","593 Canning St",3,"h",1540000,"S","Nelson",3.2,"3054",3,1,0,169,NA,NA,"Yarra"
"Footscray","224 Ballarat Rd",2,"h",690500,"SP","Rendina",6.4,"3011",2,1,1,212,98,1900,"Maribyrnong"
"Ascot Vale","42 Archer Av",3,"h",895000,"S","Nelson",5.9,"3032",NA,NA,NA,NA,NA,NA,""
"Kew East","9a Arden Ct",3,"t",1963000,"S","Noel",7.5,"3102",3,2,2,426,NA,2010,"Boroondara"
"South Yarra","80 Toorak Rd",4,"h",4700000,"VB","Kay",3.3,"3141",NA,NA,NA,NA,NA,NA,""
"Viewbank","42 Lyon Rd",4,"h",1042500,"S","Miles",13.8,"3084",4,2,2,648,NA,NA,"Banyule"
"Ashburton","1/24 Crete Av",3,"t",1340000,"S","Jellis",11,"3147",NA,NA,NA,NA,NA,NA,""
"East Melbourne","6/45 Gipps St",1,"u",1015000,"S","Caine",1.5,"3002",1,1,1,0,NA,NA,"Melbourne"
"Middle Park","76 Harold St",3,"h",2360000,"S","Cayzer",4.1,"3206",3,1,1,288,NA,1900,"Port Phillip"
"Ivanhoe","3/24 Green St",3,"t",750000,"S","Barry",7.9,"3079",3,1,1,110,NA,1990,"Banyule"
"Camberwell","19 Ellsworth Cr",3,"t",1175000,"VB","Jellis",7.8,"3124",NA,NA,NA,NA,NA,NA,""
"Maribyrnong","33 River St",4,"h",1215000,"S","Raine",8.7,"3032",4,3,4,613,142,1950,"Maribyrnong"
"Templestowe Lower","33 Lowan Av",4,"h",1309000,"S","Barry",13.8,"3107",NA,NA,NA,NA,NA,NA,""
"Melbourne","1501/87 Franklin St",2,"u",535000,"S","HAR",2.8,"3000",2,1,1,0,84,2001,"Melbourne"
"Hampton East","29 Wickham Rd",3,"h",1300000,"S","Buxton",14.5,"3188",3,2,2,586,150,1950,"Bayside"
"Brighton East","25 Robinson St",4,"h",2150000,"S","Buxton",10.7,"3187",4,3,2,614,225,1970,"Bayside"
"Brunswick","20 Luscombe St",2,"t",815000,"S","Nelson",5.2,"3056",NA,NA,NA,NA,NA,NA,""
"Balwyn","4/3 King St",3,"h",700000,"VB","Marshall",9.7,"3103",3,1,1,188,110,1970,"Boroondara"
"Brunswick West","481 Albion St",4,"h",1585000,"SP","Gunn&Co",5.9,"3055",4,1,2,562,NA,1920,"Moreland"
"Brighton East","2/5 Camperdown St",2,"u",905000,"S","Hodges",10.7,"3187",2,1,2,189,93,1980,"Bayside"
"Ivanhoe","4/24 St Elmo Rd",2,"t",779000,"S","Miles",7.9,"3079",3,1,2,152,NA,1970,"Banyule"
"Glen Iris","25 Hope St",2,"h",845000,"S","Noel",9.2,"3146",2,0,0,207,NA,NA,"Stonnington"
"Yarraville","109 Powell St",3,"h",1320000,"S","Jas",7,"3013",3,2,2,473,171,1920,"Maribyrnong"
"Armadale","11/17 Myamyn St",2,"u",3625000,"S","Jellis",6.3,"3143",3,2,2,0,NA,2006,"Stonnington"
"Armadale","15/405 Dandenong Rd",1,"u",280000,"PI","hockingstuart",6.3,"3143",1,1,1,0,38,1975,"Stonnington"
"Ashburton","159 Ashburn Gr",3,"h",1320000,"PI","Marshall",11,"3147",3,1,2,1063,NA,NA,"Boroondara"
"Ascot Vale","26 Ayr St",6,"h",1430000,"S","Nelson",5.9,"3032",4,2,1,461,286,1900,"Moonee Valley"
"Brighton","3/18 William St",3,"u",835000,"PI","Marshall",11.2,"3186",3,2,1,0,NA,NA,"Bayside"
"Maidstone","11d Rooney St",3,"t",657000,"S","Nguyen",9.2,"3012",3,2,2,159,NA,NA,"Maribyrnong"
"Glen Iris","27 Sunhill Rd",4,"h",1825000,"S","RT",9.2,"3146",3,3,2,366,26,1999,"Boroondara"
"Essendon West","1/410 Buckley St",3,"t",800000,"VB","Barry",9.8,"3040",3,3,2,242,NA,2013,"Moonee Valley"
"Altona","51 Millers Rd",4,"h",1030000,"S","Barlow",13.8,"3018",4,1,0,797,NA,NA,"Hobsons Bay"
"Carlton North","462 Canning St",3,"h",1955000,"S","Nelson",3.2,"3054",3,2,1,163,135,NA,"Yarra"
"Richmond","35A Hunter St",2,"t",1430000,"S","Jellis",2.6,"3121",2,2,2,153,125,2004,"Yarra"
"Ormond","5/30 Lillimur Rd",2,"u",450000,"VB","Ray",11.8,"3204",2,1,1,0,NA,2005,"Glen Eira"
"Bentleigh East","3 Veronica St",3,"h",1390000,"S","Buxton",13.9,"3165",4,2,2,590,118,1960,"Glen Eira"
"Moorabbin","38 Grandview Gr",2,"h",950000,"SP","Buxton",14.6,"3189",2,1,3,649,75,1950,"Kingston"
"Bentleigh East","2 Sanicki Ct",3,"t",670000,"PI","Bayside",13.9,"3165",3,1,2,233,NA,NA,"Glen Eira"
"Coburg","1e The Avenue",3,"h",763000,"S","Woodards",7.8,"3058",3,2,1,107,110,1994,"Moreland"
"Bentleigh East","6/1126 North Rd",2,"u",340000,"VB","Gary",13.9,"3165",2,1,1,0,NA,2012,"Glen Eira"
"West Footscray","5 Gwelo St",3,"h",935000,"S","Sweeney",8.2,"3012",3,2,3,466,NA,1940,"Maribyrnong"
"Maidstone","3 Crefden St",3,"t",615000,"S","Jas",9.2,"3012",3,2,2,165,161,2007,"Maribyrnong"
"Collingwood","10/76 Oxford St",2,"u",683000,"S","Biggin",1.6,"3066",2,1,1,0,92,1900,"Yarra"
"Glenroy","57 View St",3,"h",596000,"S","Hodges",13,"3046",3,1,3,624,NA,NA,"Moreland"
"Fitzroy","2/41 Kerr St",2,"h",850000,"VB","Nelson",1.6,"3065",NA,NA,NA,NA,NA,NA,""
"Braybrook","1/20 Castley Cr",2,"t",380000,"PI","Burnham",10.8,"3019",NA,NA,NA,NA,NA,NA,""
"Brunswick East","192 Blyth St",3,"h",1600000,"S","Jellis",4.5,"3057",3,1,2,812,113,1920,"Moreland"
"Ascot Vale","9/129 The Parade",3,"u",487500,"S","Hodges",5.9,"3032",3,1,3,0,NA,1972,"Moonee Valley"
"Brighton East","206 South Rd",4,"h",1725000,"SP","Hodges",10.7,"3187",4,3,2,798,NA,NA,"Bayside"
"Reservoir","5 Birdwood St",3,"h",1120000,"S","Nelson",11.2,"3073",3,1,2,744,NA,NA,"Darebin"
"Richmond","52 Lyndhurst St",3,"t",1236000,"S","Jellis",2.6,"3121",3,2,1,675,NA,NA,"Yarra"
"Carlton","254 Faraday St",3,"h",1590000,"SP","Woodards",1.8,"3053",2,2,2,100,106,1900,"Melbourne"
"Coburg","96 Reynard St",3,"h",845000,"S","Brad",7.8,"3058",3,1,1,221,NA,1980,"Moreland"
"Maidstone","16 Lindenow St",3,"h",893000,"S","Sweeney",9.2,"3012",3,1,3,528,NA,NA,"Maribyrnong"
"Kensington","4/130 Kensington Rd",2,"t",750000,"S","Rendina",4.2,"3031",2,1,1,325,112,2002,"Melbourne"
"Templestowe Lower","1 Beacon Ct",4,"h",975000,"S","Fletchers",13.8,"3107",4,2,2,953,NA,NA,"Manningham"
"Jacana","7 Landy Rd",3,"h",482000,"S","Stockdale",14.5,"3047",NA,NA,NA,NA,NA,NA,""
"Glenroy","24 Sadie St",3,"h",793000,"S","Eview",13,"3046",3,1,2,780,120,1960,"Moreland"
"Brunswick","144 Tinning St",2,"t",800000,"S","Ray",5.2,"3056",NA,NA,NA,NA,NA,NA,""
"Avondale Heights","43 Riverside Av",3,"h",825000,"S","Brad",10.5,"3034",NA,NA,NA,NA,NA,NA,""
"Coburg North","17 Lorensen Av",3,"h",845000,"S","Nelson",9.2,"3058",NA,NA,NA,NA,NA,NA,""
"St Kilda","3/11 Burnett St",1,"u",420000,"SP","Wilson",6.1,"3182",1,1,0,954,NA,1945,"Port Phillip"
"Prahran","6/20 Wynnstay Rd",2,"u",615000,"SA","Biggin",4.5,"3181",2,1,1,0,NA,NA,"Stonnington"
"Balwyn North","43 Sweyn St",3,"h",1265000,"S","hockingstuart",9.2,"3104",3,2,1,347,160,2011,"Boroondara"
"Pascoe Vale","4/18 Danin St",2,"t",476450,"S","Eview",9.9,"3044",NA,NA,NA,NA,NA,NA,""
"Airport West","4/9 West Ct",2,"t",420000,"VB","Barry",13.5,"3042",NA,NA,NA,NA,NA,NA,""
"South Yarra","8/24 Fitzgerald St",2,"u",623500,"SP","hockingstuart",3.3,"3141",2,1,1,0,75,1970,"Stonnington"
"Balwyn North","40 Winfield Rd",3,"h",1480000,"PI","Marshall",9.2,"3104",3,1,2,992,NA,NA,"Boroondara"
"Murrumbeena","3 Short St",3,"h",1260000,"S","Thomson",12.1,"3163",3,1,1,345,NA,1940,"Glen Eira"
"Collingwood","2/13 Alexander St",1,"u",366000,"S","Woodards",1.6,"3066",1,1,1,0,44,1970,"Yarra"
"Elwood","5/61 Ormond Rd",2,"u",572500,"PI","Kay",7.7,"3184",2,2,1,1307,NA,1960,"Port Phillip"
"South Yarra","6/371 Toorak Rd",3,"u",1880000,"S","Abercromby's",3.3,"3141",3,2,2,0,NA,1968,"Stonnington"
"St Kilda","301/182 Barkly St",2,"u",750000,"SP","Whiting",6.1,"3182",2,2,1,0,105,2009,"Port Phillip"
"Fitzroy North","44 Reid St",4,"t",1700000,"VB","Jellis",3.5,"3068",4,3,2,127,209,2008,"Yarra"
"Heidelberg West","17 Blackwood Pde",4,"h",820000,"S","Fletchers",9.4,"3081",4,2,2,608,NA,NA,"Banyule"
"Balwyn","5/14 Parring Rd",2,"u",806000,"S","Noel",9.7,"3103",2,1,1,122,97,1977,"Boroondara"
"South Yarra","8/3 Barnsbury Rd",2,"u",505000,"S","LITTLE",3.3,"3141",2,1,1,0,72,1969,"Stonnington"
"Prahran","62 Pridham St",3,"h",1612000,"S","Jellis",4.5,"3181",3,2,0,146,139,1900,"Stonnington"
"Kew","4 Franks Gr",4,"h",2550000,"S","Jellis",5.6,"3101",4,2,2,603,220,1930,"Boroondara"
"South Melbourne","164 Cecil St",3,"h",2075000,"S","Marshall",2.1,"3205",3,2,0,141,163,1890,"Port Phillip"
"Glenroy","57 Widford St",3,"h",612500,"S","Stockdale",13,"3046",3,2,3,635,NA,NA,"Moreland"
"Glen Iris","20 Charles St",6,"h",2300000,"S","Fletchers",9.2,"3146",6,2,2,0,NA,NA,"Boroondara"
"Brighton East","44 Edro Av",4,"h",1840000,"S","Hodges",10.7,"3187",NA,NA,NA,NA,NA,NA,""
"Elwood","3/2 Bluff Av",2,"u",640000,"S","Chisholm",7.7,"3184",NA,NA,NA,NA,NA,NA,""
"Malvern","11 Childers Rd",2,"h",1475000,"S","Marshall",7.4,"3144",2,1,1,232,95,2001,"Stonnington"
"Kealba","3 McGrath Cl",3,"h",365000,"SP","Brad",15,"3021",3,1,0,543,NA,NA,"Brimbank"
